arabidopsis_gene	rice_gene	orthology_type	orthology_confidence
AT1G34110	Os06g0589800	ortholog_one2one	1
AT2G35320	Os06g0110100	ortholog_one2one	1
AT3G12050	Os08g0464000	ortholog_one2one	1
AT1G30070	Os01g0757500	ortholog_one2one	1
AT1G52080	Os05g0185800	ortholog_one2one	1
AT1G65820	Os03g0709000	ortholog_one2one	1
AT1G49430	Os11g0558300	ortholog_one2one	1
AT4G02730	Os07g0572000	ortholog_one2one	1
AT2G20320	Os03g0145500	ortholog_one2one	1
AT3G51780	Os01g0831200	ortholog_one2one	1
AT3G53900	Os05g0455700	ortholog_one2one	1
AT5G40530	Os02g0593900	ortholog_one2one	1
AT5G20300	Os12g0197400	ortholog_one2one	1
AT1G11190	Os04g0636400	ortholog_one2one	1
AT5G47510	Os07g0456500	ortholog_one2one	1
AT1G27752	Os03g0205000	ortholog_one2one	1
AT1G07310	Os01g0853800	ortholog_one2one	1
AT1G77230	Os02g0553500	ortholog_one2one	1
AT2G28520	Os01g0834200	ortholog_one2one	1
AT1G13635	Os08g0489300	ortholog_one2one	1
AT5G66240	Os07g0589400	ortholog_one2one	1
AT3G01820	Os08g0118900	ortholog_one2one	1
AT5G61770	Os03g0343700	ortholog_one2one	1
AT3G54300	Os08g0558600	ortholog_one2one	1
AT2G01830	Os02g0738400	ortholog_one2one	1
AT3G48540	Os01g0765000	ortholog_one2one	1
AT2G20690	Os12g0541000	ortholog_one2one	1
AT5G27280	Os06g0724400	ortholog_one2one	1
AT2G04842	Os02g0538000	ortholog_one2one	1
AT3G18510	Os06g0618300	ortholog_one2one	1
AT5G25480	Os01g0612000	ortholog_one2one	1
AT3G54900	Os03g0851200	ortholog_one2one	1
AT3G09920	Os02g0822500	ortholog_one2one	1
AT5G21930	Os03g0178100	ortholog_one2one	1
AT3G25060	Os10g0540100	ortholog_one2one	1
AT4G32660	Os01g0590900	ortholog_one2one	1
AT2G47790	Os12g0294100	ortholog_one2one	1
AT4G29330	Os05g0187800	ortholog_one2one	1
AT5G63810	Os01g0875500	ortholog_one2one	1
AT4G29940	Os02g0147800	ortholog_one2one	1
AT3G50670	Os10g0115600	ortholog_one2one	1
AT1G08610	Os10g0476900	ortholog_one2one	1
AT3G29010	Os08g0435800	ortholog_one2one	1
AT5G20250	Os06g0172800	ortholog_one2one	1
AT1G09960	Os12g0641400	ortholog_one2one	1
AT5G61930	Os07g0600300	ortholog_one2one	1
AT5G15730	Os06g0283300	ortholog_one2one	1
AT2G06050	Os08g0459600	ortholog_one2one	1
AT3G20920	Os02g0435000	ortholog_one2one	1
AT4G28600	Os10g0471400	ortholog_one2one	1
AT3G24110	Os05g0147300	ortholog_one2one	1
AT5G66420	Os06g0472400	ortholog_one2one	1
AT4G13550	Os04g0509100	ortholog_one2one	1
AT1G12790	Os05g0588200	ortholog_one2one	1
AT1G26760	Os03g0168700	ortholog_one2one	1
AT5G27680	Os05g0150600	ortholog_one2one	1
AT3G10210	Os01g0948300	ortholog_one2one	1
AT4G27340	Os01g0390400	ortholog_one2one	1
AT5G03560	Os06g0308200	ortholog_one2one	1
AT2G26900	Os01g0645200	ortholog_one2one	1
AT4G13720	Os10g0457500	ortholog_one2one	1
AT5G07360	Os11g0536800	ortholog_one2one	1
